2023-06-20 18:40:39,678 Дата списання: 2023-06-20 18:40:39.678251, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146336.0766666666666666666667
2023-06-20 18:48:54,633 Дата списання: 2023-06-20 18:48:54.633184, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146074.9066666666666666666667
2023-06-20 18:48:54,640 Дата списання: 2023-06-20 18:48:54.640621, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:48:54,655 Дата списання: 2023-06-20 18:48:54.655138, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 897.8766666666666666666666667
2023-06-20 18:49:04,673 Дата списання: 2023-06-20 18:49:04.673415, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146069.5766666666666666666667
2023-06-20 18:49:04,682 Дата списання: 2023-06-20 18:49:04.682402, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:04,695 Дата списання: 2023-06-20 18:49:04.695977, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 894.5466666666666666666666667
2023-06-20 18:49:14,712 Дата списання: 2023-06-20 18:49:14.712822, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146064.2466666666666666666667
2023-06-20 18:49:14,721 Дата списання: 2023-06-20 18:49:14.720379, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:14,735 Дата списання: 2023-06-20 18:49:14.735968, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 891.2166666666666666666666667
2023-06-20 18:49:24,754 Дата списання: 2023-06-20 18:49:24.754067, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146058.9166666666666666666667
2023-06-20 18:49:24,762 Дата списання: 2023-06-20 18:49:24.762014, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:24,777 Дата списання: 2023-06-20 18:49:24.777263, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 887.8866666666666666666666667
2023-06-20 18:49:34,797 Дата списання: 2023-06-20 18:49:34.797000, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146053.5866666666666666666667
2023-06-20 18:49:34,805 Дата списання: 2023-06-20 18:49:34.805641, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:34,820 Дата списання: 2023-06-20 18:49:34.819177, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 884.5566666666666666666666667
2023-06-20 18:49:44,837 Дата списання: 2023-06-20 18:49:44.837307, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146048.2566666666666666666667
2023-06-20 18:49:44,845 Дата списання: 2023-06-20 18:49:44.845560, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:44,860 Дата списання: 2023-06-20 18:49:44.860291, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 881.2266666666666666666666667
2023-06-20 18:49:54,877 Дата списання: 2023-06-20 18:49:54.877434, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146042.9266666666666666666667
2023-06-20 18:49:54,885 Дата списання: 2023-06-20 18:49:54.885696, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:49:54,900 Дата списання: 2023-06-20 18:49:54.900556, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 877.8966666666666666666666667
2023-06-20 18:50:04,918 Дата списання: 2023-06-20 18:50:04.917687, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146037.5966666666666666666667
2023-06-20 18:50:04,925 Дата списання: 2023-06-20 18:50:04.925587, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:04,941 Дата списання: 2023-06-20 18:50:04.941081, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 874.5666666666666666666666667
2023-06-20 18:50:14,960 Дата списання: 2023-06-20 18:50:14.960375, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146032.2666666666666666666667
2023-06-20 18:50:14,969 Дата списання: 2023-06-20 18:50:14.969375, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:14,985 Дата списання: 2023-06-20 18:50:14.985895, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 871.2366666666666666666666667
2023-06-20 18:50:25,003 Дата списання: 2023-06-20 18:50:25.003887, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146026.9366666666666666666667
2023-06-20 18:50:25,011 Дата списання: 2023-06-20 18:50:25.011615, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:25,026 Дата списання: 2023-06-20 18:50:25.026135, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 867.9066666666666666666666667
2023-06-20 18:50:35,045 Дата списання: 2023-06-20 18:50:35.045439, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146021.6066666666666666666667
2023-06-20 18:50:35,052 Дата списання: 2023-06-20 18:50:35.052451, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:35,066 Дата списання: 2023-06-20 18:50:35.066963, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 864.5766666666666666666666667
2023-06-20 18:50:45,085 Дата списання: 2023-06-20 18:50:45.085865, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146016.2766666666666666666667
2023-06-20 18:50:45,091 Дата списання: 2023-06-20 18:50:45.091790, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:45,106 Дата списання: 2023-06-20 18:50:45.106371, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 861.2466666666666666666666667
2023-06-20 18:50:55,124 Дата списання: 2023-06-20 18:50:55.124626, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146010.9466666666666666666667
2023-06-20 18:50:55,133 Дата списання: 2023-06-20 18:50:55.133626, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:50:55,148 Дата списання: 2023-06-20 18:50:55.148172, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 857.9166666666666666666666667
2023-06-20 18:51:05,164 Дата списання: 2023-06-20 18:51:05.164683, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146005.6166666666666666666667
2023-06-20 18:51:05,172 Дата списання: 2023-06-20 18:51:05.171673, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:51:05,186 Дата списання: 2023-06-20 18:51:05.186703, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 854.5866666666666666666666667
2023-06-20 18:51:15,207 Дата списання: 2023-06-20 18:51:15.207034, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 146000.2866666666666666666667
2023-06-20 18:51:15,219 Дата списання: 2023-06-20 18:51:15.219035, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:51:15,244 Дата списання: 2023-06-20 18:51:15.244415, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 851.2566666666666666666666667
2023-06-20 18:51:25,263 Дата списання: 2023-06-20 18:51:25.263963, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 145994.9566666666666666666667
2023-06-20 18:51:25,271 Дата списання: 2023-06-20 18:51:25.271066, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:51:25,287 Дата списання: 2023-06-20 18:51:25.287069, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 847.9266666666666666666666667
2023-06-20 18:51:35,305 Дата списання: 2023-06-20 18:51:35.305405, Почта клієнта: test@test.test, Сумма списання: 5.333333333333333333333333333, Сумма залишку: 145989.6266666666666666666667
2023-06-20 18:51:35,313 Дата списання: 2023-06-20 18:51:35.313401, Почта клієнта: nikitagawrilenko2212@gmail.com, Сумма списання: 0.00, Сумма залишку: 123123.00
2023-06-20 18:51:35,331 Дата списання: 2023-06-20 18:51:35.331402, Почта клієнта: asfasf@safas.asfaff, Сумма списання: 3.333333333333333333333333333, Сумма залишку: 844.5966666666666666666666667
